hp_kW,age,make_model,Gears,Gearing_Type,price
110.0,1.0,Opel Astra,6.0,Automatic,17990
100.0,1.0,Opel Astra,6.0,Automatic,17990
110.0,1.0,Opel Astra,6.0,Automatic,17990
110.0,1.0,Opel Astra,6.0,Automatic,17990
110.0,1.0,Opel Astra,6.0,Automatic,17990
110.0,1.0,Opel Astra,6.0,Automatic,17990
100.0,1.0,Opel Astra,6.0,Automatic,17990
100.0,1.0,Opel Astra,6.0,Automatic,17990
100.0,1.0,Opel Astra,6.0,Automatic,17990
110.0,1.0,Opel Astra,6.0,Automatic,17990
110.0,1.0,Opel Astra,6.0,Automatic,17940
100.0,1.0,Opel Astra,6.0,Automatic,17940
100.0,1.0,Opel Astra,6.0,Automatic,17940
110.0,1.0,Opel Astra,6.0,Automatic,17990
110.0,1.0,Opel Astra,6.0,Automatic,17978
110.0,1.0,Opel Astra,6.0,Automatic,17978
110.0,1.0,Opel Astra,6.0,Automatic,17970
110.0,1.0,Opel Astra,6.0,Automatic,17970
110.0,1.0,Opel Astra,6.0,Automatic,17970
110.0,1.0,Opel Astra,6.0,Automatic,17970
100.0,1.0,Opel Astra,6.0,Automatic,17950
110.0,1.0,Opel Astra,6.0,Automatic,17950
100.0,1.0,Opel Astra,6.0,Automatic,17950
100.0,1.0,Opel Astra,6.0,Automatic,17930
100.0,1.0,Opel Astra,6.0,Automatic,17925
110.0,1.0,Opel Astra,6.0,Automatic,17940
110.0,1.0,Opel Astra,6.0,Automatic,17925
100.0,1.0,Opel Astra,6.0,Automatic,17924
110.0,1.0,Opel Astra,6.0,Automatic,17900
110.0,0.0,Opel Astra,6.0,Automatic,17900
100.0,1.0,Opel Astra,6.0,Automatic,17900
110.0,0.0,Opel Astra,6.0,Automatic,17900
100.0,1.0,Opel Astra,6.0,Automatic,17900
110.0,0.0,Opel Astra,6.0,Automatic,17900
92.0,1.0,Opel Astra,6.0,Manual,13400
66.0,1.0,Opel Astra,5.0,Manual,13899
92.0,1.0,Opel Astra,6.0,Manual,14490
81.0,1.0,Opel Astra,6.0,Manual,14200
77.0,1.0,Opel Astra,6.0,Manual,14450
77.0,1.0,Opel Astra,5.0,Manual,14550
70.0,1.0,Opel Astra,6.0,Manual,14750
110.0,1.0,Opel Astra,6.0,Manual,13990
81.0,1.0,Opel Astra,6.0,Manual,14700
92.0,1.0,Opel Astra,6.0,Manual,14990
77.0,1.0,Opel Astra,6.0,Manual,14970
92.0,1.0,Opel Astra,6.0,Manual,14900
81.0,1.0,Opel Astra,6.0,Manual,14990
74.0,1.0,Opel Astra,5.0,Manual,14990
110.0,1.0,Opel Astra,6.0,Manual,15150
77.0,1.0,Opel Astra,6.0,Manual,14999
66.0,0.0,Opel Astra,5.0,Manual,15190
77.0,1.0,Opel Astra,5.0,Manual,15280
81.0,1.0,Opel Astra,6.0,Manual,15380
110.0,1.0,Opel Astra,6.0,Manual,15350
78.0,1.0,Opel Astra,5.0,Manual,15350
77.0,1.0,Opel Astra,5.0,Manual,15330
92.0,1.0,Opel Astra,6.0,Manual,15300
92.0,1.0,Opel Astra,6.0,Manual,15380
100.0,1.0,Opel Astra,6.0,Manual,15350
110.0,1.0,Opel Astra,6.0,Manual,15450
92.0,1.0,Opel Astra,6.0,Manual,15450
92.0,1.0,Opel Astra,6.0,Manual,15450
110.0,1.0,Opel Astra,6.0,Manual,15450
92.0,1.0,Opel Astra,6.0,Manual,15450
92.0,1.0,Opel Astra,6.0,Manual,15450
92.0,1.0,Opel Astra,6.0,Manual,15450
110.0,1.0,Opel Astra,6.0,Manual,15450
100.0,1.0,Opel Astra,6.0,Manual,15450
66.0,1.0,Opel Astra,5.0,Manual,15450
77.0,1.0,Opel Astra,5.0,Manual,15450
77.0,0.0,Opel Astra,5.0,Manual,15450
81.0,1.0,Opel Astra,6.0,Manual,15450
92.0,1.0,Opel Astra,6.0,Manual,15450
81.0,1.0,Opel Astra,6.0,Manual,15450
81.0,1.0,Opel Astra,6.0,Manual,15450
77.0,1.0,Opel Astra,5.0,Manual,15449
92.0,1.0,Opel Astra,6.0,Manual,15449
92.0,1.0,Opel Astra,6.0,Manual,15440
100.0,1.0,Opel Astra,6.0,Manual,15350
100.0,1.0,Opel Astra,6.0,Manual,15350
92.0,1.0,Opel Astra,6.0,Manual,15425
74.0,0.0,Opel Astra,5.0,Manual,15445
81.0,1.0,Opel Astra,6.0,Manual,15422
81.0,1.0,Opel Astra,6.0,Manual,15400
81.0,1.0,Opel Astra,6.0,Manual,15400
110.0,1.0,Opel Astra,6.0,Manual,15400
81.0,1.0,Opel Astra,6.0,Manual,15400
100.0,1.0,Opel Astra,6.0,Manual,15400
100.0,1.0,Opel Astra,6.0,Manual,15400
92.0,1.0,Opel Astra,6.0,Manual,15390
92.0,1.0,Opel Astra,6.0,Manual,15390
92.0,1.0,Opel Astra,6.0,Manual,15400
81.0,1.0,Opel Astra,6.0,Manual,15400
77.0,1.0,Opel Astra,5.0,Manual,15390
92.0,1.0,Opel Astra,6.0,Manual,15390
100.0,1.0,Opel Astra,6.0,Manual,15390
110.0,1.0,Opel Astra,6.0,Manual,15440
77.0,1.0,Opel Astra,6.0,Manual,15299
100.0,1.0,Opel Astra,6.0,Manual,15300
81.0,1.0,Opel Astra,6.0,Manual,15300
81.0,1.0,Opel Astra,6.0,Manual,15300
66.0,0.0,Opel Astra,5.0,Manual,15285
77.0,1.0,Opel Astra,5.0,Manual,15290
74.0,1.0,Opel Astra,5.0,Manual,15290
81.0,1.0,Opel Astra,6.0,Manual,15290
77.0,1.0,Opel Astra,5.0,Manual,15390
81.0,1.0,Opel Astra,6.0,Manual,14990
81.0,1.0,Opel Astra,6.0,Manual,14990
92.0,1.0,Opel Astra,6.0,Manual,14990
77.0,1.0,Opel Astra,5.0,Manual,14990
66.0,0.0,Opel Astra,5.0,Manual,14990
92.0,1.0,Opel Astra,6.0,Manual,14990
100.0,1.0,Opel Astra,6.0,Manual,14990
81.0,1.0,Opel Astra,6.0,Manual,14990
81.0,1.0,Opel Astra,6.0,Manual,14990
77.0,1.0,Opel Astra,5.0,Manual,14990
92.0,1.0,Opel Astra,6.0,Manual,15270
81.0,1.0,Opel Astra,6.0,Manual,15250
110.0,1.0,Opel Astra,6.0,Manual,15250
110.0,1.0,Opel Astra,6.0,Manual,15250
77.0,1.0,Opel Astra,5.0,Manual,14990
77.0,1.0,Opel Astra,5.0,Manual,15241
81.0,1.0,Opel Astra,6.0,Manual,15240
81.0,1.0,Opel Astra,6.0,Manual,15222
81.0,1.0,Opel Astra,6.0,Manual,15200
92.0,1.0,Opel Astra,6.0,Manual,15200
92.0,1.0,Opel Astra,6.0,Manual,15200
92.0,1.0,Opel Astra,6.0,Manual,15200
92.0,1.0,Opel Astra,6.0,Manual,15200
81.0,1.0,Opel Astra,6.0,Manual,15200
66.0,0.0,Opel Astra,5.0,Manual,15200
100.0,1.0,Opel Astra,6.0,Manual,15200
77.0,1.0,Opel Astra,5.0,Manual,15190
100.0,1.0,Opel Astra,6.0,Manual,15200
100.0,1.0,Opel Astra,6.0,Manual,15190
81.0,1.0,Opel Astra,6.0,Manual,15190
110.0,1.0,Opel Astra,6.0,Manual,15180
110.0,1.0,Opel Astra,6.0,Manual,15150
110.0,1.0,Opel Astra,6.0,Manual,15190
110.0,1.0,Opel Astra,6.0,Manual,15100
92.0,1.0,Opel Astra,6.0,Manual,15150
110.0,1.0,Opel Astra,6.0,Manual,15150
110.0,1.0,Opel Astra,6.0,Manual,15100
92.0,1.0,Opel Astra,6.0,Manual,15000
100.0,1.0,Opel Astra,6.0,Manual,15000
100.0,1.0,Opel Astra,6.0,Manual,15000
78.0,1.0,Opel Astra,5.0,Manual,15000
77.0,1.0,Opel Astra,6.0,Manual,15000
81.0,1.0,Opel Astra,6.0,Manual,15000
81.0,1.0,Opel Astra,6.0,Manual,15000
92.0,1.0,Opel Astra,6.0,Manual,14999
77.0,1.0,Opel Astra,5.0,Manual,14970
77.0,0.0,Opel Astra,5.0,Manual,14958
100.0,1.0,Opel Astra,6.0,Manual,14950
100.0,1.0,Opel Astra,6.0,Manual,14950
92.0,1.0,Opel Astra,6.0,Manual,14955
77.0,1.0,Opel Astra,5.0,Manual,14950
118.0,3.0,Opel Astra,6.0,Manual,14950
100.0,1.0,Opel Astra,6.0,Manual,14950
77.0,1.0,Opel Astra,5.0,Manual,14950
100.0,1.0,Opel Astra,6.0,Manual,14950
100.0,1.0,Opel Astra,6.0,Manual,14950
77.0,1.0,Opel Astra,5.0,Manual,14950
77.0,1.0,Opel Astra,5.0,Manual,14950
77.0,1.0,Opel Astra,6.0,Manual,14950
92.0,1.0,Opel Astra,6.0,Manual,14900
103.0,1.0,Opel Astra,6.0,Manual,14900
81.0,1.0,Opel Astra,6.0,Manual,14900
77.0,1.0,Opel Astra,5.0,Manual,14940
81.0,1.0,Opel Astra,6.0,Manual,14900
92.0,1.0,Opel Astra,6.0,Manual,14900
81.0,1.0,Opel Astra,6.0,Manual,14900
81.0,1.0,Opel Astra,6.0,Manual,14900
92.0,1.0,Opel Astra,6.0,Manual,14900
81.0,1.0,Opel Astra,6.0,Manual,14900
81.0,1.0,Opel Astra,6.0,Manual,14900
81.0,1.0,Opel Astra,6.0,Manual,14900
81.0,1.0,Opel Astra,6.0,Manual,14900
92.0,1.0,Opel Astra,6.0,Manual,14900
81.0,1.0,Opel Astra,6.0,Manual,14900
81.0,1.0,Opel Astra,6.0,Manual,14900
92.0,1.0,Opel Astra,6.0,Manual,14900
81.0,1.0,Opel Astra,6.0,Manual,14990
81.0,1.0,Opel Astra,6.0,Manual,14990
66.0,0.0,Opel Astra,5.0,Manual,14999
77.0,1.0,Opel Astra,6.0,Manual,14990
92.0,1.0,Opel Astra,6.0,Manual,14990
92.0,1.0,Opel Astra,6.0,Manual,14900
100.0,1.0,Opel Astra,6.0,Manual,14990
77.0,1.0,Opel Astra,5.0,Manual,14990
77.0,1.0,Opel Astra,5.0,Manual,14990
100.0,1.0,Opel Astra,6.0,Manual,14900
110.0,1.0,Opel Astra,6.0,Manual,14990
92.0,1.0,Opel Astra,6.0,Manual,14990
66.0,0.0,Opel Astra,5.0,Manual,14990
92.0,1.0,Opel Astra,6.0,Manual,14990
77.0,1.0,Opel Astra,5.0,Manual,14990
66.0,0.0,Opel Astra,5.0,Manual,14990
92.0,1.0,Opel Astra,6.0,Manual,14990
66.0,0.0,Opel Astra,5.0,Manual,14990
92.0,1.0,Opel Astra,6.0,Manual,14990
92.0,1.0,Opel Astra,6.0,Manual,14990
81.0,1.0,Opel Astra,6.0,Manual,14990
77.0,1.0,Opel Astra,5.0,Manual,14980
81.0,1.0,Opel Astra,6.0,Manual,14990
66.0,1.0,Opel Astra,5.0,Manual,14980
81.0,1.0,Opel Astra,6.0,Manual,14990
77.0,1.0,Opel Astra,5.0,Manual,14980
77.0,1.0,Opel Astra,5.0,Manual,14980
77.0,1.0,Opel Astra,5.0,Manual,14980
77.0,1.0,Opel Astra,5.0,Manual,14980
92.0,1.0,Opel Astra,6.0,Manual,14980
92.0,1.0,Opel Astra,6.0,Manual,14980
77.0,1.0,Opel Astra,5.0,Manual,14980
92.0,1.0,Opel Astra,6.0,Manual,14980
92.0,1.0,Opel Astra,6.0,Manual,14979
66.0,0.0,Opel Astra,6.0,Manual,14975
77.0,1.0,Opel Astra,5.0,Manual,14978
100.0,1.0,Opel Astra,6.0,Manual,14900
77.0,1.0,Opel Astra,6.0,Manual,14900
100.0,1.0,Opel Astra,6.0,Manual,14900
92.0,1.0,Opel Astra,6.0,Manual,14900
70.0,1.0,Opel Astra,6.0,Manual,14970
100.0,1.0,Opel Astra,6.0,Manual,14900
81.0,1.0,Opel Astra,6.0,Manual,14900
100.0,1.0,Opel Astra,6.0,Manual,14900
100.0,1.0,Opel Astra,6.0,Manual,14900
100.0,1.0,Opel Astra,6.0,Manual,14900
100.0,1.0,Opel Astra,6.0,Manual,14900
100.0,1.0,Opel Astra,6.0,Manual,14900
74.0,1.0,Opel Astra,5.0,Manual,14890
77.0,1.0,Opel Astra,6.0,Manual,14890
81.0,1.0,Opel Astra,6.0,Manual,14890
81.0,1.0,Opel Astra,6.0,Manual,14890
81.0,1.0,Opel Astra,6.0,Manual,14890
92.0,1.0,Opel Astra,6.0,Manual,14700
77.0,1.0,Opel Astra,5.0,Manual,14890
77.0,1.0,Opel Astra,5.0,Manual,14880
77.0,1.0,Opel Astra,5.0,Manual,14879
77.0,1.0,Opel Astra,5.0,Manual,14870
81.0,1.0,Opel Astra,6.0,Manual,14700
100.0,1.0,Opel Astra,6.0,Manual,14700
81.0,1.0,Opel Astra,6.0,Manual,14700
110.0,1.0,Opel Astra,6.0,Manual,14700
74.0,1.0,Opel Astra,5.0,Manual,14693
77.0,1.0,Opel Astra,5.0,Manual,14690
92.0,1.0,Opel Astra,6.0,Manual,14690
100.0,1.0,Opel Astra,6.0,Manual,14690
81.0,1.0,Opel Astra,6.0,Manual,14660
92.0,1.0,Opel Astra,6.0,Manual,14650
92.0,1.0,Opel Astra,6.0,Manual,14590
66.0,0.0,Opel Astra,5.0,Manual,14555
92.0,1.0,Opel Astra,6.0,Manual,14579
81.0,1.0,Opel Astra,6.0,Manual,14590
81.0,1.0,Opel Astra,6.0,Manual,14800
100.0,1.0,Opel Astra,6.0,Manual,14800
81.0,1.0,Opel Astra,6.0,Manual,14800
100.0,1.0,Opel Astra,6.0,Manual,14800
100.0,1.0,Opel Astra,6.0,Manual,14800
100.0,1.0,Opel Astra,6.0,Manual,14800
100.0,1.0,Opel Astra,6.0,Manual,14800
110.0,1.0,Opel Astra,6.0,Manual,14800
100.0,1.0,Opel Astra,6.0,Manual,14800
110.0,1.0,Opel Astra,6.0,Manual,14800
92.0,1.0,Opel Astra,6.0,Manual,14790
66.0,0.0,Opel Astra,5.0,Manual,14790
77.0,1.0,Opel Astra,5.0,Manual,14790
81.0,0.0,Opel Astra,6.0,Manual,14785
81.0,1.0,Opel Astra,6.0,Manual,14100
77.0,1.0,Opel Astra,5.0,Manual,14750
77.0,0.0,Opel Astra,5.0,Manual,14150
77.0,1.0,Opel Astra,5.0,Manual,14750
81.0,1.0,Opel Astra,6.0,Manual,13999
77.0,1.0,Opel Astra,6.0,Manual,14770
74.0,1.0,Opel Astra,5.0,Manual,13998
66.0,1.0,Opel Astra,5.0,Manual,13990
81.0,1.0,Opel Astra,6.0,Manual,13990
77.0,1.0,Opel Astra,6.0,Manual,13990
77.0,1.0,Opel Astra,6.0,Manual,13990
77.0,1.0,Opel Astra,6.0,Manual,13990
92.0,1.0,Opel Astra,6.0,Manual,13990
77.0,1.0,Opel Astra,5.0,Manual,13990
92.0,1.0,Opel Astra,6.0,Manual,13990
74.0,1.0,Opel Astra,5.0,Manual,13990
110.0,1.0,Opel Astra,6.0,Manual,13990
81.0,1.0,Opel Astra,6.0,Manual,13990
74.0,1.0,Opel Astra,5.0,Manual,14390
77.0,0.0,Opel Astra,5.0,Manual,14430
81.0,1.0,Opel Astra,6.0,Manual,14440
81.0,1.0,Opel Astra,6.0,Manual,14400
100.0,1.0,Opel Astra,6.0,Manual,14400
77.0,1.0,Opel Astra,5.0,Manual,14390
81.0,1.0,Opel Astra,6.0,Manual,14300
81.0,1.0,Opel Astra,6.0,Manual,14300
81.0,1.0,Opel Astra,6.0,Manual,14300
81.0,1.0,Opel Astra,6.0,Manual,14300
100.0,1.0,Opel Astra,6.0,Manual,14300
77.0,1.0,Opel Astra,6.0,Manual,14299
77.0,1.0,Opel Astra,6.0,Manual,14290
81.0,1.0,Opel Astra,6.0,Manual,14300
74.0,1.0,Opel Astra,5.0,Manual,14290
66.0,0.0,Opel Astra,6.0,Manual,14275
92.0,1.0,Opel Astra,6.0,Manual,13400
81.0,1.0,Opel Astra,6.0,Manual,14250
92.0,1.0,Opel Astra,6.0,Manual,13400
92.0,1.0,Opel Astra,6.0,Manual,13300
92.0,1.0,Opel Astra,6.0,Manual,13300
92.0,1.0,Opel Astra,6.0,Manual,13400
81.0,1.0,Opel Astra,6.0,Manual,13300
92.0,1.0,Opel Astra,6.0,Manual,13250
77.0,1.0,Opel Astra,5.0,Manual,13000
92.0,1.0,Opel Astra,6.0,Manual,13100
92.0,1.0,Opel Astra,6.0,Manual,13200
77.0,1.0,Opel Astra,5.0,Manual,13980
77.0,1.0,Opel Astra,5.0,Manual,13980
92.0,1.0,Opel Astra,6.0,Manual,13100
77.0,1.0,Opel Astra,5.0,Manual,13979
81.0,1.0,Opel Astra,6.0,Manual,13950
66.0,0.0,Opel Astra,6.0,Manual,13929
81.0,1.0,Opel Astra,6.0,Manual,13950
74.0,0.0,Opel Astra,5.0,Manual,13945
81.0,1.0,Opel Astra,6.0,Manual,13900
110.0,1.0,Opel Astra,6.0,Manual,13900
77.0,1.0,Opel Astra,6.0,Manual,13900
81.0,1.0,Opel Astra,6.0,Manual,13900
100.0,1.0,Opel Astra,6.0,Manual,13900
81.0,1.0,Opel Astra,6.0,Manual,13900
92.0,1.0,Opel Astra,6.0,Manual,13900
81.0,1.0,Opel Astra,6.0,Manual,13900
81.0,1.0,Opel Astra,6.0,Manual,14500
92.0,1.0,Opel Astra,6.0,Manual,14500
74.0,1.0,Opel Astra,5.0,Manual,14499
77.0,1.0,Opel Astra,5.0,Manual,14490
92.0,1.0,Opel Astra,6.0,Manual,14490
77.0,1.0,Opel Astra,5.0,Manual,14490
77.0,1.0,Opel Astra,6.0,Manual,14490
77.0,1.0,Opel Astra,5.0,Manual,14490
92.0,1.0,Opel Astra,6.0,Manual,14490
92.0,1.0,Opel Astra,6.0,Manual,14490
77.0,1.0,Opel Astra,5.0,Manual,14490
77.0,1.0,Opel Astra,5.0,Manual,14480
66.0,1.0,Opel Astra,5.0,Manual,14489
92.0,1.0,Opel Astra,6.0,Manual,14480
100.0,1.0,Opel Astra,6.0,Manual,14490
81.0,1.0,Opel Astra,6.0,Manual,14480
92.0,1.0,Opel Astra,6.0,Manual,14450
81.0,1.0,Opel Astra,6.0,Manual,13850
77.0,1.0,Opel Astra,6.0,Manual,14450
92.0,1.0,Opel Astra,6.0,Manual,13850
77.0,1.0,Opel Astra,6.0,Manual,13850
77.0,1.0,Opel Astra,6.0,Manual,13770
92.0,1.0,Opel Astra,6.0,Manual,13750
92.0,1.0,Opel Astra,6.0,Manual,13700
92.0,1.0,Opel Astra,6.0,Manual,13700
81.0,1.0,Opel Astra,6.0,Manual,13700
92.0,1.0,Opel Astra,6.0,Manual,13690
92.0,1.0,Opel Astra,6.0,Manual,13700
92.0,1.0,Opel Astra,6.0,Manual,13700
77.0,1.0,Opel Astra,6.0,Manual,13690
92.0,1.0,Opel Astra,6.0,Manual,13690
77.0,1.0,Opel Astra,6.0,Manual,13490
66.0,1.0,Opel Astra,5.0,Manual,13479
92.0,1.0,Opel Astra,6.0,Manual,13400
74.0,1.0,Opel Astra,6.0,Manual,13480
110.0,0.0,Opel Astra,6.0,Automatic,19865
110.0,0.0,Opel Astra,6.0,Automatic,19710
110.0,0.0,Opel Astra,6.0,Automatic,19825
110.0,0.0,Opel Astra,6.0,Automatic,19500
110.0,0.0,Opel Astra,6.0,Automatic,19500
110.0,0.0,Opel Astra,6.0,Automatic,20715
110.0,0.0,Opel Astra,6.0,Automatic,25490
110.0,0.0,Opel Astra,6.0,Automatic,25365
110.0,0.0,Opel Astra,6.0,Automatic,19940
100.0,0.0,Opel Astra,6.0,Automatic,25345
147.0,0.0,Opel Astra,6.0,Automatic,25345
110.0,0.0,Opel Astra,6.0,Automatic,25500
147.0,0.0,Opel Astra,6.0,Automatic,27350
110.0,0.0,Opel Astra,6.0,Automatic,32950
147.0,0.0,Opel Astra,6.0,Automatic,32590
147.0,0.0,Opel Astra,6.0,Automatic,30950
100.0,0.0,Opel Astra,6.0,Automatic,31990
147.0,0.0,Opel Astra,6.0,Automatic,31990
147.0,0.0,Opel Astra,6.0,Automatic,32440
110.0,0.0,Opel Astra,6.0,Automatic,32302
110.0,0.0,Opel Astra,6.0,Automatic,29824
110.0,0.0,Opel Astra,6.0,Automatic,30390
147.0,0.0,Opel Astra,6.0,Automatic,30850
147.0,0.0,Opel Astra,6.0,Automatic,30750
110.0,0.0,Opel Astra,6.0,Automatic,30169
110.0,0.0,Opel Astra,6.0,Automatic,30950
147.0,0.0,Opel Astra,6.0,Automatic,30650
110.0,0.0,Opel Astra,6.0,Automatic,30887
147.0,0.0,Opel Astra,6.0,Automatic,30900
110.0,0.0,Opel Astra,6.0,Automatic,30895
110.0,0.0,Opel Astra,6.0,Automatic,29990
147.0,0.0,Opel Astra,6.0,Automatic,29990
110.0,0.0,Opel Astra,6.0,Automatic,30125
110.0,0.0,Opel Astra,6.0,Automatic,29990
100.0,0.0,Opel Astra,6.0,Automatic,29990
110.0,0.0,Opel Astra,6.0,Automatic,29990
110.0,0.0,Opel Astra,6.0,Automatic,29989
147.0,0.0,Opel Astra,6.0,Automatic,29900
147.0,0.0,Opel Astra,6.0,Automatic,29900
147.0,0.0,Opel Astra,6.0,Automatic,39433
147.0,0.0,Opel Astra,6.0,Automatic,37995
110.0,0.0,Opel Astra,6.0,Automatic,29950
147.0,0.0,Opel Astra,6.0,Automatic,37995
147.0,0.0,Opel Astra,6.0,Automatic,36950
147.0,0.0,Opel Astra,6.0,Automatic,36950
147.0,0.0,Opel Astra,6.0,Automatic,34900
147.0,0.0,Opel Astra,6.0,Automatic,34580
147.0,0.0,Opel Astra,6.0,Automatic,34411
147.0,0.0,Opel Astra,6.0,Automatic,33945
147.0,0.0,Opel Astra,6.0,Automatic,33995
147.0,0.0,Opel Astra,6.0,Automatic,33950
147.0,0.0,Opel Astra,6.0,Automatic,33795
147.0,0.0,Opel Astra,6.0,Automatic,33780
110.0,0.0,Opel Astra,6.0,Automatic,29750
147.0,0.0,Opel Astra,6.0,Automatic,33597
100.0,0.0,Opel Astra,6.0,Automatic,33470
147.0,0.0,Opel Astra,6.0,Automatic,33390
147.0,0.0,Opel Astra,6.0,Automatic,33390
110.0,0.0,Opel Astra,6.0,Automatic,29750
110.0,0.0,Opel Astra,6.0,Automatic,29526
100.0,0.0,Opel Astra,6.0,Automatic,29475
110.0,0.0,Opel Astra,6.0,Automatic,28998
147.0,0.0,Opel Astra,6.0,Automatic,28989
147.0,0.0,Opel Astra,6.0,Automatic,28980
110.0,0.0,Opel Astra,6.0,Automatic,28950
110.0,0.0,Opel Astra,6.0,Automatic,28940
110.0,0.0,Opel Astra,6.0,Automatic,28900
110.0,0.0,Opel Astra,6.0,Automatic,28900
110.0,0.0,Opel Astra,6.0,Automatic,28890
110.0,0.0,Opel Astra,6.0,Automatic,28790
110.0,0.0,Opel Astra,6.0,Automatic,28680
110.0,0.0,Opel Astra,6.0,Automatic,28625
110.0,0.0,Opel Astra,6.0,Automatic,28590
110.0,0.0,Opel Astra,6.0,Automatic,28590
147.0,0.0,Opel Astra,6.0,Automatic,28590
110.0,0.0,Opel Astra,6.0,Automatic,33095
110.0,0.0,Opel Astra,6.0,Automatic,28590
100.0,0.0,Opel Astra,6.0,Automatic,31950
147.0,0.0,Opel Astra,6.0,Automatic,31890
147.0,0.0,Opel Astra,6.0,Automatic,31840
147.0,0.0,Opel Astra,6.0,Automatic,31940
147.0,0.0,Opel Astra,6.0,Automatic,31250
110.0,0.0,Opel Astra,6.0,Automatic,29850
81.0,0.0,Opel Astra,6.0,Automatic,31246
110.0,0.0,Opel Astra,6.0,Automatic,31246
110.0,0.0,Opel Astra,6.0,Automatic,31246
110.0,0.0,Opel Astra,6.0,Automatic,31125
147.0,0.0,Opel Astra,6.0,Automatic,30990
147.0,0.0,Opel Astra,6.0,Automatic,30980
147.0,0.0,Opel Astra,6.0,Automatic,30950
110.0,0.0,Opel Astra,6.0,Automatic,30995
147.0,0.0,Opel Astra,6.0,Automatic,27150
110.0,0.0,Opel Astra,6.0,Automatic,27450
147.0,0.0,Opel Astra,6.0,Automatic,26990
100.0,0.0,Opel Astra,6.0,Automatic,27453
100.0,0.0,Opel Astra,6.0,Automatic,26990
110.0,0.0,Opel Astra,6.0,Automatic,26990
110.0,0.0,Opel Astra,6.0,Automatic,26990
100.0,0.0,Opel Astra,6.0,Automatic,26990
110.0,0.0,Opel Astra,6.0,Automatic,26970
110.0,0.0,Opel Astra,6.0,Automatic,26950
110.0,0.0,Opel Astra,6.0,Automatic,26980
110.0,0.0,Opel Astra,6.0,Automatic,26990
110.0,0.0,Opel Astra,6.0,Automatic,26900
110.0,0.0,Opel Astra,6.0,Automatic,26900
110.0,0.0,Opel Astra,6.0,Automatic,26899
110.0,0.0,Opel Astra,6.0,Automatic,26791
147.0,0.0,Opel Astra,6.0,Automatic,26800
101.0,0.0,Opel Astra,6.0,Automatic,26799
147.0,0.0,Opel Astra,6.0,Automatic,26790
110.0,0.0,Opel Astra,6.0,Automatic,26780
110.0,0.0,Opel Astra,6.0,Automatic,26590
110.0,0.0,Opel Astra,6.0,Automatic,26580
110.0,0.0,Opel Astra,6.0,Automatic,26540
110.0,0.0,Opel Astra,6.0,Automatic,26490
112.0,0.0,Opel Astra,6.0,Automatic,26490
110.0,0.0,Opel Astra,6.0,Automatic,26490
112.0,0.0,Opel Astra,6.0,Automatic,26490
110.0,0.0,Opel Astra,6.0,Automatic,26441
112.0,0.0,Opel Astra,6.0,Automatic,26290
110.0,0.0,Opel Astra,6.0,Automatic,26195
110.0,0.0,Opel Astra,6.0,Automatic,25990
110.0,0.0,Opel Astra,6.0,Automatic,25990
110.0,0.0,Opel Astra,6.0,Automatic,26441
110.0,0.0,Opel Astra,6.0,Automatic,26341
147.0,0.0,Opel Astra,6.0,Automatic,25950
112.0,0.0,Opel Astra,6.0,Automatic,25999
110.0,0.0,Opel Astra,6.0,Automatic,25990
110.0,0.0,Opel Astra,6.0,Automatic,25990
110.0,0.0,Opel Astra,6.0,Automatic,25900
110.0,0.0,Opel Astra,6.0,Automatic,25940
110.0,0.0,Opel Astra,6.0,Automatic,25980
110.0,0.0,Opel Astra,6.0,Automatic,25899
110.0,0.0,Opel Astra,6.0,Automatic,25850
110.0,0.0,Opel Astra,6.0,Automatic,25850
110.0,0.0,Opel Astra,6.0,Automatic,25750
100.0,0.0,Opel Astra,6.0,Automatic,25740
110.0,0.0,Opel Astra,6.0,Automatic,25700
147.0,0.0,Opel Astra,6.0,Automatic,25575
100.0,0.0,Opel Astra,6.0,Automatic,25575
110.0,0.0,Opel Astra,6.0,Automatic,25560
110.0,0.0,Opel Astra,6.0,Automatic,25550
110.0,0.0,Opel Astra,6.0,Automatic,28541
110.0,0.0,Opel Astra,6.0,Automatic,28500
147.0,0.0,Opel Astra,6.0,Automatic,28490
100.0,0.0,Opel Astra,6.0,Automatic,28489
100.0,0.0,Opel Astra,6.0,Automatic,28489
110.0,0.0,Opel Astra,6.0,Automatic,28435
110.0,0.0,Opel Astra,6.0,Automatic,28390
147.0,0.0,Opel Astra,6.0,Automatic,28300
110.0,0.0,Opel Astra,6.0,Automatic,28225
110.0,0.0,Opel Astra,6.0,Automatic,27990
110.0,0.0,Opel Astra,6.0,Automatic,27990
147.0,0.0,Opel Astra,6.0,Automatic,27989
100.0,0.0,Opel Astra,6.0,Automatic,27990
110.0,0.0,Opel Astra,6.0,Automatic,27950
110.0,0.0,Opel Astra,6.0,Automatic,27948
147.0,0.0,Opel Astra,6.0,Automatic,27940
110.0,0.0,Opel Astra,6.0,Automatic,27889
149.0,0.0,Opel Astra,6.0,Automatic,27690
110.0,0.0,Opel Astra,6.0,Automatic,27490
110.0,0.0,Opel Astra,6.0,Automatic,25290
110.0,0.0,Opel Astra,6.0,Automatic,25290
147.0,0.0,Opel Astra,6.0,Automatic,25225
100.0,0.0,Opel Astra,6.0,Automatic,25225
